Shoreline Segment ID,Observation Date,Significant Wave Height (m),Peak Wave Period (s),Mean Spring Tidal Range (m),Monthly Peak Storm Surge (m),Beach Width (m),Beach Face Slope (-),Median Grain Size D50 (mm),Dune Crest Elevation (m),Nearshore Bathymetric Slope (-),Monthly Sediment Budget Balance (m3/m/month),Vegetation Cover (%),Previous Month Shoreline Position Change (m),Relative Sea-Level Rise (mm/yr),Monthly Coastal Erosion Condition Class
SSC-08,2022-07-01,1.061,7.317,0.939,0.628,78.246,0.0323,0.293,2.256,0.0088,-0.025,63.3,0.62,1.21,Stable Seasonal State
SSC-08,2022-08-01,0.467,7.014,0.939,0.207,78.131,0.0337,0.293,2.257,0.0088,0.519,63.9,0.295,1.21,Stable Seasonal State
SSC-08,2022-09-01,0.315,6.719,0.939,0.259,78.964,0.0322,0.293,2.311,0.0088,0.877,NaN,NaN,1.21,Recovery / Accreting
SSC-08,2022-10-01,0.664,6.898,0.939,0.261,80.077,0.0312,0.293,2.35,0.0088,0.544,65.7,0.581,1.21,Stable Seasonal State
SSC-08,2022-11-01,0.565,6.938,0.939,0.283,79.121,0.0312,0.293,2.394,0.0088,0.781,65.6,0.135,1.21,Stable Seasonal State
SSC-08,2022-12-01,0.616,NaN,0.939,0.336,80.693,0.0342,0.293,2.468,0.0088,0.912,66.5,0.121,1.21,Recovery / Accreting
SSC-08,2023-01-01,0.437,NaN,0.939,NaN,80.033,0.0369,0.293,2.505,0.0088,0.782,66.7,0.337,1.21,Recovery / Accreting
SSC-08,2023-02-01,0.602,7.51,0.939,0.338,80.18,0.0364,0.293,2.535,0.0088,0.655,NaN,0.432,1.21,Recovery / Accreting
SSC-08,2023-03-01,0.886,6.458,0.939,0.317,81.167,0.0356,0.293,NaN,0.0088,1.131,67.4,0.76,1.21,Stable Seasonal State
SSC-08,2023-04-01,0.521,6.612,0.939,NaN,82.228,0.0289,0.293,2.534,0.0088,1.449,68.2,0.022,1.21,Recovery / Accreting
SSC-08,2023-05-01,0.687,6.554,0.939,0.226,83.049,0.0366,0.293,2.587,0.0088,0.719,67.5,NaN,1.21,Recovery / Accreting
SSC-08,2023-06-01,0.523,5.953,0.939,0.287,84.868,0.0319,0.293,NaN,0.0088,1.71,66.9,0.616,1.21,Recovery / Accreting
SSC-08,2023-07-01,0.358,6.806,0.939,0.273,NaN,0.0315,0.293,2.693,0.0088,1.864,66.9,NaN,1.21,Recovery / Accreting
SSC-08,2023-08-01,0.504,6.982,0.939,0.205,90.4,0.0302,0.293,2.771,0.0088,1.842,68.6,1.018,1.21,Recovery / Accreting
SSC-08,2023-09-01,0.418,5.807,0.939,0.226,92.604,0.0322,0.293,2.821,0.0088,1.826,67.7,0.817,1.21,Recovery / Accreting
SSC-08,2023-10-01,0.674,NaN,0.939,0.286,93.471,NaN,0.293,2.935,0.0088,0.274,67.1,0.823,1.21,Stable Seasonal State
SSC-08,2023-11-01,0.785,7.738,0.939,0.394,94.64,0.0302,0.293,3.022,0.0088,0.045,69.0,0.457,1.21,Stable Seasonal State
SSC-08,2023-12-01,0.758,6.999,0.939,0.382,94.767,0.0314,0.293,2.997,0.0088,0.575,68.1,0.095,1.21,Stable Seasonal State
SSC-08,2024-01-01,0.534,7.345,0.939,0.343,96.035,0.0325,0.293,3.009,0.0088,0.937,68.2,0.333,1.21,Recovery / Accreting
SSC-08,2024-02-01,0.628,7.259,0.939,0.331,97.875,0.0321,0.293,3.065,NaN,0.448,68.1,0.477,1.21,Stable Seasonal State
SSC-08,2024-03-01,1.386,7.636,0.939,0.708,98.588,0.03,0.293,3.08,0.0088,-1.042,67.5,0.535,1.21,Mild Erosion Pressure
SSC-08,2024-04-01,0.703,6.82,0.939,NaN,97.98,0.0312,0.293,3.107,0.0088,NaN,66.7,0.571,1.21,Stable Seasonal State
SSC-08,2024-05-01,0.611,6.693,NaN,0.24,97.457,0.0327,0.293,3.123,0.0088,1.359,64.5,0.279,1.21,Recovery / Accreting
SSC-08,2024-06-01,0.491,6.534,0.939,0.155,99.853,0.0336,NaN,3.187,NaN,NaN,64.3,0.736,1.21,Recovery / Accreting
SSC-08,2024-07-01,0.567,6.863,0.939,0.193,99.846,0.0289,0.293,3.225,0.0088,1.572,62.7,0.738,1.21,Recovery / Accreting
SSC-08,2024-08-01,0.3,NaN,0.939,0.122,101.736,0.0279,0.293,3.319,0.0088,1.938,63.3,1.076,1.21,Recovery / Accreting
SSC-08,2024-09-01,0.3,6.039,0.939,0.179,103.19,NaN,0.293,3.371,0.0088,1.512,64.6,0.86,1.21,Recovery / Accreting
SSC-08,2024-10-01,0.46,6.58,0.939,0.183,104.627,0.0342,0.293,3.409,0.0088,1.372,66.7,0.83,1.21,Recovery / Accreting
SSC-08,2024-11-01,0.541,6.813,0.939,0.178,106.34,0.0287,0.293,3.44,0.0088,1.708,66.6,0.876,1.21,Recovery / Accreting
SSC-08,2024-12-01,0.646,7.248,0.939,0.528,109.042,0.0313,0.293,3.5,0.0088,0.26,67.3,0.599,1.21,Stable Seasonal State
SSC-20,2022-01-01,NaN,5.783,0.704,0.213,58.012,0.0293,0.25,3.062,0.007,NaN,72.7,0.178,3.29,Stable Seasonal State
SSC-20,2022-02-01,0.504,6.196,0.704,0.358,58.339,0.0341,0.25,3.098,0.007,1.261,71.8,0.106,3.29,Recovery / Accreting
SSC-20,2022-03-01,0.6,4.821,0.704,0.11,59.168,0.0284,0.25,3.089,NaN,1.111,73.6,0.29,3.29,Stable Seasonal State
SSC-20,2022-04-01,0.666,4.644,0.704,0.073,58.857,0.0281,0.25,3.08,0.007,0.084,73.9,-0.016,3.29,Stable Seasonal State
SSC-20,2022-05-01,0.479,5.049,0.704,NaN,59.842,0.0295,0.25,3.058,0.007,1.201,73.9,0.551,3.29,Recovery / Accreting
SSC-20,2022-06-01,0.516,5.238,0.704,0.173,61.474,0.0258,0.25,3.08,0.007,1.629,74.9,0.531,3.29,Recovery / Accreting
SSC-20,2022-07-01,0.595,5.018,0.704,0.236,63.419,0.0324,0.25,3.172,0.007,2.159,74.9,0.908,3.29,Recovery / Accreting
SSC-20,2022-08-01,0.514,5.243,0.704,0.247,64.843,0.0268,0.25,3.202,NaN,1.079,76.4,0.53,3.29,Recovery / Accreting
SSC-20,2022-09-01,0.447,5.587,0.704,0.242,66.77,0.0288,0.25,3.24,0.007,1.202,77.9,0.653,3.29,Stable Seasonal State
SSC-20,2022-10-01,0.823,5.554,0.704,0.252,68.117,0.0295,0.25,3.267,0.007,0.901,79.1,0.251,3.29,Recovery / Accreting
SSC-20,2022-11-01,1.493,6.347,0.704,0.767,69.609,0.0285,0.25,3.295,0.007,-0.51,79.3,0.47,3.29,Mild Erosion Pressure
SSC-20,2022-12-01,1.128,5.963,0.704,0.5,70.419,0.0302,0.25,3.293,0.007,1.014,78.1,0.075,3.29,Recovery / Accreting
SSC-20,2023-01-01,0.883,5.557,0.704,0.396,72.899,0.0292,0.25,3.355,0.007,NaN,77.5,0.323,3.29,Stable Seasonal State
SSC-20,2023-02-01,0.857,5.717,0.704,NaN,72.687,0.027,0.25,3.375,0.007,0.874,75.9,0.021,3.29,Recovery / Accreting
SSC-20,2023-03-01,0.534,5.413,0.704,0.136,73.168,0.0326,0.25,NaN,0.007,0.97,77.7,0.365,3.29,Recovery / Accreting
SSC-20,2023-04-01,0.675,5.055,0.704,0.109,74.181,0.0271,0.25,3.473,0.007,1.458,77.8,0.324,3.29,Recovery / Accreting
SSC-20,2023-05-01,0.895,5.568,0.704,0.241,76.591,0.0299,0.25,3.505,0.007,1.705,77.9,0.844,NaN,Recovery / Accreting
SSC-20,2023-06-01,0.628,4.874,0.704,0.19,76.925,0.0259,0.25,3.557,0.007,1.683,78.4,0.399,3.29,Recovery / Accreting
SSC-20,2023-07-01,0.675,4.816,0.704,0.217,76.844,0.0265,0.25,3.548,0.007,1.516,79.4,0.532,3.29,Recovery / Accreting
SSC-20,2023-08-01,NaN,5.355,0.704,0.233,78.733,0.0287,NaN,3.668,0.007,1.416,80.0,0.876,3.29,Recovery / Accreting
SSC-20,2023-09-01,0.553,5.15,0.704,NaN,81.526,0.0299,0.25,3.747,0.007,0.569,81.0,0.421,3.29,Stable Seasonal State
SSC-20,2023-10-01,0.642,5.721,0.704,0.194,NaN,0.0306,0.25,3.819,0.007,0.643,81.3,0.31,3.29,Recovery / Accreting
SSC-20,2023-11-01,0.718,5.082,0.704,NaN,82.989,0.0261,0.25,3.868,NaN,0.762,82.6,0.538,3.29,Stable Seasonal State
SSC-20,2023-12-01,0.469,5.698,0.704,0.298,82.724,0.0243,0.25,3.905,0.007,1.475,80.3,NaN,3.29,Recovery / Accreting
SSC-20,2024-01-01,0.822,5.725,0.704,NaN,84.773,0.0263,0.25,NaN,0.007,-0.349,78.8,NaN,3.29,Stable Seasonal State
SSC-20,2024-02-01,0.645,5.593,0.704,0.255,84.951,0.028,0.25,3.913,0.007,0.877,NaN,0.112,3.29,Recovery / Accreting
SSC-20,2024-03-01,0.442,5.127,0.704,0.334,86.103,0.0257,0.25,3.974,0.007,0.462,77.3,0.557,3.29,Stable Seasonal State
SSC-20,2024-04-01,0.572,5.094,0.704,NaN,86.867,0.0297,0.25,3.978,0.007,0.985,77.2,0.329,3.29,Recovery / Accreting
SSC-20,2024-05-01,0.709,5.029,0.704,0.176,88.913,0.0304,0.25,3.991,0.007,1.893,76.2,0.679,3.29,Recovery / Accreting
SSC-20,2024-06-01,0.642,5.522,0.704,0.104,90.652,0.0262,0.25,4.067,0.007,1.841,77.3,0.565,3.29,Recovery / Accreting
SSC-20,2024-07-01,NaN,4.963,0.704,0.151,NaN,0.0247,NaN,4.109,0.007,1.601,78.0,0.684,3.29,Recovery / Accreting
SSC-20,2024-08-01,0.617,5.279,0.704,0.055,94.685,0.0283,0.25,4.178,0.007,NaN,78.4,0.488,3.29,Recovery / Accreting
SSC-20,2024-09-01,0.781,5.192,0.704,0.057,96.274,0.0265,0.25,4.236,0.007,0.706,79.1,0.716,3.29,Stable Seasonal State
SSC-20,2024-10-01,0.974,5.488,0.704,0.256,96.962,0.0243,0.25,4.278,0.007,0.58,80.9,0.199,3.29,Stable Seasonal State
SSC-20,2024-11-01,0.822,5.951,0.704,0.386,97.685,0.0262,0.25,4.29,0.007,0.217,80.3,0.474,3.29,Stable Seasonal State
SSC-20,2024-12-01,0.747,5.809,0.704,0.292,97.967,0.0259,0.25,NaN,0.007,0.28,79.6,0.124,3.29,Stable Seasonal State
SSC-28,2022-01-01,0.995,6.263,1.222,0.298,51.098,NaN,0.221,2.35,0.0115,0.125,58.4,0.1,3.13,Stable Seasonal State
SSC-28,2022-02-01,0.839,6.495,1.222,0.262,50.466,0.0265,0.221,2.314,0.0115,0.647,59.7,-0.098,3.13,Stable Seasonal State
SSC-28,2022-03-01,1.221,7.072,1.222,0.536,50.412,0.0255,0.221,2.351,0.0115,-0.768,60.0,-0.002,3.13,Mild Erosion Pressure
SSC-28,2022-04-01,0.943,5.75,1.222,0.21,49.729,0.0314,0.221,2.351,NaN,0.34,59.9,-0.135,NaN,Mild Erosion Pressure
SSC-28,2022-05-01,0.828,5.746,1.222,0.05,50.416,0.0304,0.221,2.486,0.0115,0.09,61.4,-0.34,3.13,Mild Erosion Pressure
SSC-28,2022-06-01,0.622,5.661,1.222,0.05,50.103,0.0252,0.221,NaN,0.0115,0.571,61.8,-0.187,3.13,Stable Seasonal State
SSC-28,2022-07-01,0.748,5.854,1.222,0.104,49.834,0.0297,NaN,2.499,0.0115,1.067,64.8,0.354,3.13,Recovery / Accreting
SSC-28,2022-08-01,0.59,5.755,1.222,0.05,50.696,0.027,0.221,2.492,0.0115,0.379,67.3,0.351,3.13,Stable Seasonal State
SSC-28,2022-09-01,0.763,5.35,1.222,0.096,49.959,0.0289,0.221,2.509,0.0115,1.147,NaN,0.177,3.13,Recovery / Accreting
SSC-28,2022-10-01,0.704,5.689,1.222,0.05,49.052,0.0268,0.221,2.511,NaN,0.786,70.7,0.619,3.13,Stable Seasonal State
SSC-28,2022-11-01,0.957,6.359,1.222,0.105,48.839,0.0255,0.221,2.543,0.0115,0.284,70.9,0.074,NaN,Stable Seasonal State
SSC-28,2022-12-01,NaN,6.457,1.222,0.297,49.212,0.0291,0.221,2.554,0.0115,1.116,70.5,0.381,3.13,Stable Seasonal State
SSC-28,2023-01-01,1.05,6.594,1.222,NaN,49.76,0.0249,0.221,2.592,0.0115,-0.386,69.5,0.075,3.13,Mild Erosion Pressure
SSC-28,2023-02-01,1.096,6.972,NaN,0.168,49.644,0.0317,0.221,2.649,0.0115,0.097,70.2,-0.172,3.13,Stable Seasonal State
SSC-28,2023-03-01,NaN,6.694,1.222,0.057,49.936,0.0285,NaN,2.644,0.0115,0.16,69.5,0.051,3.13,Stable Seasonal State
SSC-28,2023-04-01,0.91,NaN,1.222,0.072,49.567,0.0267,0.221,2.646,0.0115,1.357,67.7,-0.082,3.13,Mild Erosion Pressure
SSC-28,2023-05-01,0.83,5.173,1.222,0.089,48.721,0.0276,0.221,2.675,0.0115,0.265,67.0,-0.22,3.13,Stable Seasonal State
SSC-28,2023-06-01,1.071,6.175,1.222,0.221,49.203,0.0297,0.221,2.665,0.0115,1.242,67.3,0.362,3.13,Recovery / Accreting
SSC-28,2023-07-01,0.531,5.268,1.222,0.05,50.592,NaN,0.221,2.713,0.0115,1.329,65.9,0.524,3.13,Recovery / Accreting
SSC-28,2023-08-01,0.569,5.796,1.222,0.126,51.073,0.0296,0.221,2.78,0.0115,0.858,66.8,0.462,3.13,Stable Seasonal State
SSC-28,2023-09-01,NaN,5.939,1.222,0.139,51.278,0.0269,0.221,2.763,0.0115,0.608,67.5,0.268,3.13,Stable Seasonal State
SSC-28,2023-10-01,0.952,6.606,1.222,0.145,50.824,0.0241,0.221,2.798,0.0115,0.477,68.0,0.152,3.13,Stable Seasonal State
SSC-28,2023-11-01,0.772,5.724,1.222,0.102,49.578,0.0269,0.221,2.856,0.0115,-0.293,68.7,-0.02,3.13,Stable Seasonal State
SSC-28,2023-12-01,0.751,6.233,1.222,0.183,49.759,0.0269,0.221,2.847,0.0115,0.286,69.2,0.16,3.13,Stable Seasonal State
SSC-28,2024-01-01,0.944,7.513,NaN,0.201,50.578,0.0278,0.221,2.855,0.0115,-0.21,72.3,0.117,3.13,Stable Seasonal State
SSC-28,2024-02-01,1.058,6.391,1.222,0.283,51.272,0.0249,0.221,2.841,0.0115,-0.034,NaN,0.244,3.13,Stable Seasonal State
SSC-28,2024-03-01,0.809,6.329,1.222,0.161,51.701,0.0241,0.221,2.775,0.0115,-0.345,72.9,0.035,NaN,Stable Seasonal State
SSC-28,2024-04-01,0.74,5.803,NaN,0.11,52.458,0.0245,0.221,2.751,0.0115,-0.048,74.6,-0.025,3.13,Stable Seasonal State
SSC-28,2024-05-01,0.862,6.049,1.222,0.11,52.178,0.0275,0.221,2.758,0.0115,NaN,73.8,0.281,3.13,Stable Seasonal State
SSC-28,2024-06-01,0.664,5.957,1.222,0.105,53.174,0.0266,0.221,NaN,0.0115,0.901,74.0,0.186,3.13,Recovery / Accreting
SSC-28,2024-07-01,0.652,5.829,1.222,NaN,55.23,0.0267,0.221,2.849,0.0115,1.782,NaN,NaN,3.13,Recovery / Accreting
SSC-28,2024-08-01,0.984,5.736,1.222,0.176,58.14,0.026,0.221,2.909,0.0115,1.701,72.9,0.886,3.13,Stable Seasonal State
SSC-28,2024-09-01,0.915,6.03,1.222,0.122,58.728,0.0315,0.221,2.962,0.0115,0.888,75.1,0.247,3.13,Recovery / Accreting
SSC-28,2024-10-01,1.116,6.712,1.222,0.252,58.208,0.0271,0.221,NaN,0.0115,-0.209,75.4,0.379,3.13,Stable Seasonal State
SSC-28,2024-11-01,0.99,7.342,1.222,0.174,58.011,0.027,0.221,2.955,0.0115,0.102,75.8,-0.129,3.13,Mild Erosion Pressure
SSC-28,2024-12-01,0.795,6.405,1.222,0.194,57.245,0.0292,0.221,2.941,0.0115,1.184,75.2,-0.158,3.13,Recovery / Accreting
SSC-29,2022-01-01,1.031,6.137,0.36,0.368,42.329,0.031,0.254,4.476,0.0057,1.625,34.1,0.22,NaN,Stable Seasonal State
SSC-29,2022-02-01,1.371,6.369,0.36,0.357,43.691,0.0285,NaN,4.48,0.0057,NaN,34.3,NaN,1.46,Stable Seasonal State
SSC-29,2022-03-01,0.973,6.262,0.36,0.391,44.608,NaN,0.254,4.554,0.0057,1.842,35.1,0.004,1.46,Stable Seasonal State
SSC-29,2022-04-01,1.004,6.53,0.36,NaN,45.464,0.0271,0.254,4.632,0.0057,1.144,32.9,0.205,1.46,Stable Seasonal State
SSC-29,2022-05-01,0.679,6.089,0.36,0.257,NaN,0.0288,0.254,NaN,0.0057,1.877,32.6,0.067,1.46,Recovery / Accreting
SSC-29,2022-06-01,0.62,5.189,NaN,0.231,45.401,0.03,0.254,4.648,0.0057,1.443,32.7,0.346,1.46,Recovery / Accreting
SSC-29,2022-07-01,0.425,5.224,0.36,0.278,47.771,0.0292,0.254,4.692,0.0057,1.444,33.9,0.591,NaN,Recovery / Accreting
SSC-29,2022-08-01,0.847,5.969,0.36,0.468,49.268,0.0286,0.254,4.734,0.0057,1.622,35.8,0.502,1.46,Recovery / Accreting
SSC-29,2022-09-01,1.045,5.731,0.36,0.197,50.951,0.0317,0.254,4.798,0.0057,1.966,37.5,0.32,1.46,Stable Seasonal State
SSC-29,2022-10-01,0.891,6.165,0.36,0.312,52.276,0.0311,0.254,4.868,0.0057,0.898,36.7,0.24,1.46,Stable Seasonal State
SSC-29,2022-11-01,0.967,6.025,0.36,0.39,54.226,0.0284,0.254,4.805,0.0057,0.939,36.8,0.2,1.46,Recovery / Accreting
SSC-29,2022-12-01,0.978,7.086,0.36,0.267,54.408,0.0276,0.254,4.867,0.0057,1.226,35.0,0.375,1.46,Stable Seasonal State
SSC-29,2023-01-01,1.294,6.275,0.36,0.418,57.084,NaN,0.254,4.946,0.0057,0.858,35.2,0.266,1.46,Stable Seasonal State
SSC-29,2023-02-01,1.113,6.399,0.36,0.386,57.953,0.0276,0.254,4.96,0.0057,1.684,33.7,-0.01,1.46,Recovery / Accreting
SSC-29,2023-03-01,1.051,5.797,0.36,0.375,59.359,0.029,0.254,5.04,0.0057,1.802,32.8,0.466,1.46,Stable Seasonal State
SSC-29,2023-04-01,1.063,5.914,0.36,0.279,61.164,0.0291,0.254,5.156,0.0057,0.794,34.3,0.043,1.46,Stable Seasonal State
SSC-29,2023-05-01,1.016,5.806,0.36,0.42,61.832,0.0286,0.254,NaN,0.0057,2.063,34.6,0.1,1.46,Recovery / Accreting
SSC-29,2023-06-01,0.883,5.486,0.36,0.337,63.045,0.0286,0.254,5.241,0.0057,2.271,35.3,0.416,1.46,Stable Seasonal State
SSC-29,2023-07-01,1.012,5.682,0.36,0.326,64.243,0.0237,0.254,5.279,NaN,2.291,37.0,0.192,1.46,Recovery / Accreting
SSC-29,2023-08-01,0.851,5.48,0.36,NaN,65.682,0.0259,0.254,5.333,0.0057,1.793,35.8,0.462,1.46,Recovery / Accreting
SSC-29,2023-09-01,0.941,NaN,0.36,0.361,66.789,0.0279,0.254,5.354,0.0057,1.289,36.0,0.563,1.46,Recovery / Accreting
SSC-29,2023-10-01,1.482,6.632,0.36,NaN,67.031,0.0293,0.254,5.4,0.0057,0.442,35.8,0.396,1.46,Stable Seasonal State
SSC-29,2023-11-01,1.247,6.185,0.36,0.618,66.626,0.0297,0.254,5.428,0.0057,0.882,34.4,0.161,1.46,Stable Seasonal State
SSC-29,2023-12-01,1.307,5.761,0.36,0.531,67.411,0.0275,0.254,NaN,0.0057,1.12,34.4,0.255,1.46,Stable Seasonal State
SSC-29,2024-01-01,1.058,NaN,0.36,0.399,67.273,0.0271,0.254,5.388,0.0057,1.329,33.6,0.135,1.46,Stable Seasonal State
SSC-29,2024-02-01,0.991,5.601,0.36,NaN,68.069,0.0277,0.254,5.46,0.0057,0.941,33.8,0.164,1.46,Stable Seasonal State
SSC-29,2024-03-01,0.89,6.465,0.36,0.363,69.366,0.0282,0.254,5.521,0.0057,1.6,32.6,0.108,1.46,Stable Seasonal State
SSC-29,2024-04-01,0.832,6.33,0.36,0.256,70.311,0.0266,0.254,5.544,0.0057,1.64,32.4,0.242,1.46,Stable Seasonal State
SSC-29,2024-05-01,0.868,6.473,0.36,0.333,71.513,0.027,NaN,NaN,0.0057,1.76,32.3,0.217,1.46,Recovery / Accreting
SSC-29,2024-06-01,0.909,5.71,0.36,0.385,72.211,0.0273,0.254,5.63,0.0057,1.27,32.4,0.48,1.46,Recovery / Accreting
SSC-29,2024-07-01,1.004,5.544,0.36,0.318,73.983,0.0283,0.254,5.65,0.0057,3.008,32.1,0.724,1.46,Recovery / Accreting
SSC-29,2024-08-01,0.704,5.945,0.36,0.284,74.957,0.0299,0.254,5.67,0.0057,2.224,32.7,0.314,1.46,Recovery / Accreting
SSC-29,2024-09-01,NaN,5.652,0.36,0.334,77.05,0.0306,NaN,5.738,0.0057,2.588,34.0,0.368,1.46,Recovery / Accreting
SSC-29,2024-10-01,1.071,5.757,0.36,0.322,78.162,0.0257,0.254,5.82,0.0057,1.413,36.0,0.326,1.46,Recovery / Accreting
SSC-29,2024-11-01,NaN,7.057,0.36,0.674,80.122,0.031,0.254,5.851,0.0057,0.657,37.8,0.317,1.46,Recovery / Accreting
SSC-29,2024-12-01,1.211,6.457,0.36,0.562,80.982,0.0263,0.254,5.888,NaN,0.817,38.7,0.3,1.46,Stable Seasonal State
SSC-36,2022-01-01,NaN,5.759,1.298,0.143,52.807,0.0259,0.218,2.818,0.0099,0.615,52.2,0.163,1.21,Stable Seasonal State
SSC-36,2022-02-01,0.57,5.729,1.298,0.153,52.902,0.028,0.218,2.804,0.0099,-0.373,51.7,0.203,1.21,Stable Seasonal State
SSC-36,2022-03-01,0.421,5.843,NaN,0.126,52.106,0.0305,0.218,NaN,0.0099,0.592,52.9,-0.081,1.21,Stable Seasonal State
SSC-36,2022-04-01,NaN,4.756,1.298,0.05,52.872,0.0278,0.218,2.833,0.0099,0.748,50.1,0.418,1.21,Recovery / Accreting
SSC-36,2022-05-01,0.462,5.156,1.298,0.05,53.588,0.0257,0.218,2.819,0.0099,1.245,NaN,NaN,1.21,Recovery / Accreting
SSC-36,2022-06-01,0.448,5.49,NaN,0.091,55.128,0.0254,0.218,2.894,0.0099,0.746,52.8,0.486,1.21,Recovery / Accreting
SSC-36,2022-07-01,0.3,5.414,1.298,0.059,54.856,0.0296,0.218,2.949,0.0099,1.133,53.5,0.307,1.21,Recovery / Accreting
SSC-36,2022-08-01,0.409,4.906,1.298,0.071,55.803,0.0255,0.218,2.984,0.0099,1.112,NaN,0.344,NaN,Recovery / Accreting
SSC-36,2022-09-01,0.508,4.913,1.298,0.115,57.581,0.0287,0.218,3.024,0.0099,0.931,54.3,0.466,1.21,Recovery / Accreting
SSC-36,2022-10-01,0.635,5.785,1.298,0.148,58.466,0.0254,0.218,3.05,0.0099,-0.299,54.1,0.334,1.21,Stable Seasonal State
SSC-36,2022-11-01,0.542,5.583,1.298,0.141,58.063,0.0248,0.218,3.06,0.0099,NaN,53.4,0.274,1.21,Stable Seasonal State
SSC-36,2022-12-01,NaN,5.585,NaN,0.189,57.294,0.0318,0.218,3.104,0.0099,0.406,52.7,NaN,1.21,Stable Seasonal State
SSC-36,2023-01-01,0.668,5.837,1.298,0.278,58.842,0.0243,NaN,3.126,0.0099,0.55,51.4,0.155,1.21,Stable Seasonal State
SSC-36,2023-02-01,1.152,6.384,1.298,NaN,60.461,0.0271,0.218,3.1,0.0099,-0.546,50.6,0.017,1.21,Mild Erosion Pressure
SSC-36,2023-03-01,0.866,6.195,1.298,NaN,61.448,0.0295,0.218,3.151,0.0099,0.206,50.3,0.015,1.21,Stable Seasonal State
SSC-36,2023-04-01,0.526,5.185,NaN,0.17,63.261,0.0258,0.218,3.206,0.0099,0.199,49.3,0.197,1.21,Mild Erosion Pressure
SSC-36,2023-05-01,0.405,4.741,1.298,0.054,62.08,0.0249,0.218,3.193,0.0099,0.768,49.5,-0.268,1.21,Recovery / Accreting
SSC-36,2023-06-01,0.619,4.531,1.298,0.072,62.802,0.0262,0.218,3.199,0.0099,0.786,NaN,0.462,1.21,Recovery / Accreting
SSC-36,2023-07-01,0.378,4.717,1.298,NaN,63.034,0.0255,0.218,NaN,0.0099,0.739,50.2,0.4,NaN,Recovery / Accreting
SSC-36,2023-08-01,0.503,4.5,1.298,0.116,62.82,0.0281,0.218,3.231,0.0099,1.373,51.6,0.384,1.21,Recovery / Accreting
SSC-36,2023-09-01,0.464,5.36,1.298,0.126,63.954,0.0261,0.218,3.313,0.0099,1.349,54.7,0.717,1.21,Recovery / Accreting
SSC-36,2023-10-01,0.611,5.472,1.298,0.132,65.007,0.0276,0.218,3.317,0.0099,0.677,54.0,0.366,1.21,Recovery / Accreting
SSC-36,2023-11-01,0.661,5.86,1.298,0.25,66.127,NaN,0.218,NaN,0.0099,0.441,53.1,0.315,1.21,Stable Seasonal State
SSC-36,2023-12-01,0.613,5.315,1.298,0.186,NaN,0.0272,0.218,3.315,0.0099,0.121,51.5,0.403,1.21,Stable Seasonal State
SSC-36,2024-01-01,0.485,5.851,1.298,0.235,68.303,0.0235,0.218,3.26,0.0099,1.678,NaN,0.011,1.21,Recovery / Accreting
SSC-36,2024-02-01,NaN,6.087,1.298,0.435,70.637,0.0261,0.218,3.269,0.0099,-0.671,48.7,0.662,1.21,Mild Erosion Pressure
SSC-36,2024-03-01,0.695,5.075,1.298,0.167,70.553,0.0262,0.218,3.256,0.0099,0.143,49.5,-0.074,1.21,Stable Seasonal State
SSC-36,2024-04-01,0.447,5.781,NaN,0.05,71.26,0.0254,0.218,3.295,0.0099,0.782,50.7,0.019,1.21,Recovery / Accreting
SSC-36,2024-05-01,0.371,4.68,1.298,0.137,72.298,0.0212,0.218,3.317,0.0099,0.549,52.5,0.356,1.21,Stable Seasonal State
SSC-36,2024-06-01,0.517,4.855,1.298,0.05,73.916,0.0241,NaN,3.32,0.0099,1.269,52.1,0.588,1.21,Recovery / Accreting
SSC-36,2024-07-01,0.637,5.097,1.298,0.059,74.891,0.0286,0.218,3.345,0.0099,0.593,53.3,0.451,1.21,Stable Seasonal State
SSC-36,2024-08-01,0.473,4.5,1.298,0.101,76.438,0.0268,NaN,3.399,0.0099,NaN,NaN,0.486,1.21,Recovery / Accreting
SSC-36,2024-09-01,0.642,NaN,1.298,0.055,77.023,0.024,NaN,3.438,0.0099,0.763,NaN,0.784,1.21,Recovery / Accreting
SSC-36,2024-10-01,1.334,6.099,NaN,0.627,78.606,0.023,0.218,3.493,0.0099,-1.126,52.0,0.496,1.21,Mild Erosion Pressure
SSC-36,2024-11-01,NaN,5.698,1.298,0.325,78.735,0.0259,0.218,3.49,NaN,0.292,51.3,0.226,NaN,Stable Seasonal State
SSC-36,2024-12-01,NaN,6.521,1.298,0.618,79.151,0.0241,0.218,3.486,0.0099,-1.674,51.6,0.068,1.21,Mild Erosion Pressure
SSC-38,2022-01-01,0.681,5.366,0.738,0.445,74.696,0.0217,0.194,2.497,0.0059,0.869,31.1,0.025,3.32,Recovery / Accreting
SSC-38,2022-02-01,0.773,5.606,0.738,0.462,76.003,0.0264,0.194,2.519,0.0059,0.576,30.7,0.372,3.32,Stable Seasonal State
SSC-38,2022-03-01,0.752,5.939,0.738,0.466,75.886,0.0226,0.194,2.576,0.0059,0.467,29.5,0.035,3.32,Stable Seasonal State
SSC-38,2022-04-01,0.635,4.573,0.738,0.427,76.433,0.0244,0.194,2.62,NaN,0.885,27.9,0.003,3.32,Recovery / Accreting
SSC-38,2022-05-01,0.654,4.5,0.738,0.386,78.45,0.021,0.194,2.611,0.0059,2.173,29.7,0.332,NaN,Recovery / Accreting
